dataset_id,TRAN_AMT,ACCT_PRE_TRAN_AVAIL_BAL,CUST_AGE,OPEN_ACCT_CT,WF_dvc_age,PWD_UPDT_TS,CARR_NAME,RGN_NAME,STATE_PRVNC_TXT,ALERT_TRGR_CD,DVC_TYPE_TXT,AUTHC_PRIM_TYPE_CD,AUTHC_SCNDRY_STAT_TXT,CUST_ZIP,CUST_STATE,PH_NUM_UPDT_TS,CUST_SINCE_DT,TRAN_TS,TRAN_DT,ACTN_CD,ACTN_INTNL_TXT,TRAN_TYPE_CD,ACTVY_DT
5372,488.45,2192.12,85,5,64,2/3/2020 6:48:17,,,,ONLN,DESKTOP,UN_PWD,ALLOW,44281,OH,,2002-09-05 00:00:00,6/2/2021 22:48:17,6/2/2021,SCHPMT,P2P_COMMIT,P2P,6/2/2021
5373,282.45,0,64,8,458,1/7/2019 7:7:20,charter communications,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,90292,CA,,1994-06-01 00:00:00,5/4/2021 22:0:51,5/4/2021,SCHPMT,P2P_COMMIT,P2P,5/4/2021
5374,0.01,0,47,6,337,5/18/2019 4:10:21,cox communications inc.,southwest,california,ONLN,,AFA_PL,ALLOW,77493,TX,11/1/2019 10:45:37,1997-10-11 00:00:00,6/12/2021 7:10:21,6/12/2021,SCHPMT,P2P_COMMIT,P2P,6/12/2021
5375,4.76,6973.22,73,4,87,5/27/2020 14:7:20,comcast,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,89122,NV,7/8/2019 13:45:37,2012-09-03 00:00:00,3/3/2021 19:0:51,3/3/2021,SCHPMT,P2P_COMMIT,P2P,3/3/2021
5376,492.91,12864.47,76,3,612,,vtx communications llc,south central,texas,ONLN,DESKTOP,UN_PWD,ALLOW,89138,NV,7/20/2020 11:50:5,1996-02-14 00:00:00,7/11/2021 19:21:55,7/11/2021,SCHPMT,P2P_COMMIT,P2P,7/11/2021
5377,0.01,0,41,3,23,5/7/2020 4:52:48,comcast,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,95121,CA,,2010-11-19 00:00:00,3/4/2021 16:52:48,3/4/2021,SCHPMT,P2P_COMMIT,P2P,3/4/2021
5378,494.28,14314.42,65,15,1903,3/12/2020 12:47:31,,,,ONLN,MOBILE,UN_PWD,ALLOW,98445,WA,5/8/2020 13:50:5,1996-03-01 00:00:00,6/5/2021 13:47:31,6/5/2021,SCHPMT,P2P_COMMIT,P2P,6/5/2021
5379,352.61,15515.04,28,3,1705,,cellco partnership dba verizon wireless,mid atlantic,new jersey,MOBL,MOBILE,UN_PWD,ALLOW,90813,CA,,1932-08-14 00:00:00,1/29/2021 15:59:8,1/29/2021,SCHPMT,P2P_COMMIT,P2P,1/29/2021
5380,456.95,0,75,3,1095,3/18/2017 8:19:0,t-mobile usa  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,77840,TX,,2013-04-13 00:00:00,4/16/2021 13:19:0,4/16/2021,SCHPMT,P2P_COMMIT,P2P,4/16/2021
5381,0.01,2091.23,55,6,567,5/3/2017 7:35:24,,,,MOBL,MOBILE,UN_PWD,ALLOW,93065,CA,,2010-12-02 00:00:00,2/25/2021 13:35:24,2/25/2021,SCHPMT,P2P_COMMIT,P2P,2/25/2021
5382,483.44,4705.41,64,5,0,11/3/2021 12:15:14,,,,ONLN,DESKTOP,UN_PWD,ALLOW,85353,AZ,5/0/2020 13:3:30,2004-12-01 00:00:00,5/7/2021 10:15:14,5/7/2021,SCHPMT,P2P_COMMIT,P2P,5/7/2021
5383,474.07,27706.25,67,4,17,,comcast,south central,texas,ONLN,MOBILE,FACE_ID,ALLOW,85225,AZ,,2019-03-14 00:00:00,5/22/2021 16:10:43,5/22/2021,SCHPMT,P2P_COMMIT,P2P,5/22/2021
5384,5.55,23842.4,53,5,826,3/31/2021 7:50:35,charter communications inc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,90303,CA,3/24/2019 6:45:37,2020-07-02 00:00:00,1/16/2021 15:50:35,1/16/2021,SCHPMT,P2P_COMMIT,P2P,1/16/2021
5385,477.37,0,66,8,126,7/12/2020 4:7:20,charter communications inc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,86504,AZ,,2016-05-23 00:00:00,2/27/2021 11:0:51,2/27/2021,SCHPMT,P2P_COMMIT,P2P,2/27/2021
5386,0.01,531.31,60,4,258,11/19/2020 7:23:13,cox communications inc.,southwest,arizona,ONLN,DESKTOP,FACE_ID,ALLOW,85501,AZ,,2017-03-06 00:00:00,7/4/2021 21:23:13,7/4/2021,SCHPMT,P2P_COMMIT,P2P,7/4/2021
5387,14.51,942.17,83,2,748,,google fiber inc.,southeast,georgia,MOBL,MOBILE,TOUCH_ID,ALLOW,27107,NC,7/24/2020 13:19:19,1996-02-28 00:00:00,1/31/2021 17:5:41,1/31/2021,SCHPMT,P2P_COMMIT,P2P,1/31/2021
5388,0.01,1770.57,31,45,231,,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,77045,TX,,1999-06-07 00:00:00,4/18/2021 6:16:32,4/18/2021,SCHPMT,P2P_COMMIT,P2P,4/18/2021
5389,194.7,426.32,40,3,989,,datacamp limited,southeast,georgia,ONLN,MOBILE,FACE_ID,ALLOW,89139,NV,,1975-12-09 00:00:00,1/6/2021 10:24:55,1/6/2021,SCHPMT,P2P_COMMIT,P2P,1/6/2021
5390,523.21,45080.89,33,6,740,11/23/2017 22:18:1,charter communications inc,southwest,california,MOBL,MOBILE,UN_PWD,CHALLENGE_SUCCESS,16827,PA,,1984-09-08 00:00:00,4/9/2021 19:18:1,4/9/2021,SCHPMT,P2P_COMMIT,P2P,4/9/2021
5391,466.73,9016.08,73,5,881,,cox communications inc.,southwest,nevada,MOBL,MOBILE,UN_PWD,ALLOW,94707,CA,7/5/2019 6:38:14,2010-05-10 00:00:00,2/28/2021 6:15:26,2/28/2021,SCHPMT,P2P_COMMIT,P2P,2/28/2021
5392,494.41,6461.04,22,4,140,3/8/2020 22:45:24,att services inc,south central,texas,MOBL,MOBILE,FACE_ID,ALLOW,61448,IL,8/29/2021 9:22:52,2004-03-15 00:00:00,1/9/2021 13:45:24,1/9/2021,SCHPMT,P2P_COMMIT,P2P,1/9/2021
5393,33.04,0,63,3,215,2/1/2020 18:6:4,at&t mobility llc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,90221,CA,,2019-09-29 00:00:00,4/18/2021 11:6:4,4/18/2021,SCHPMT,P2P_COMMIT,P2P,4/18/2021
5394,491.12,3134.23,69,6,1407,11/14/2017 11:56:55,,,,MOBL,,UN_PWD,ALLOW,75225,TX,,2001-10-28 00:00:00,1/2/2021 10:14:46,1/2/2021,SCHPMT,P2P_COMMIT,P2P,1/2/2021
5395,491.6,2951.09,65,17,1326,,cellco partnership dba verizon wireless,south central,texas,MOBL,MOBILE,UN_PWD,ALLOW,76123,TX,6/2/2021 23:42:14,1981-05-04 00:00:00,6/3/2021 20:14:46,6/3/2021,SCHPMT,P2P_COMMIT,P2P,6/3/2021
5396,0.01,0,60,3,855,2/18/2019 4:58:1,comcast cable communications  llc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,76179,TX,7/8/2020 6:54:56,1998-02-10 00:00:00,1/12/2021 19:58:1,1/12/2021,SCHPMT,P2P_COMMIT,P2P,1/12/2021
5397,57.3,0,70,3,1211,5/22/2017 4:11:59,aerioconnect,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,90250,CA,10/15/2017 19:24:22,1984-04-30 00:00:00,2/26/2021 9:11:59,2/26/2021,SCHPMT,P2P_COMMIT,P2P,2/26/2021
5398,370.5,26524.25,54,13,89,,t-mobile usa  inc.,south central,texas,MOBL,DESKTOP,UN_PWD,ALLOW,88310,NM,,2016-04-01 00:00:00,7/12/2021 9:0:51,7/12/2021,SCHPMT,P2P_COMMIT,P2P,7/12/2021
5399,491,3499.89,54,4,0,1/28/2020 10:29:13,,,,ONLN,DESKTOP,TOUCH_ID,ALLOW,89502,NV,5/6/2020 12:50:5,1987-10-23 00:00:00,4/20/2021 12:29:13,4/20/2021,SCHPMT,P2P_COMMIT,P2P,4/20/2021
5400,361.35,11943.12,88,6,2,6/3/2020 13:53:42,,,,ONLN,MOBILE,UN_PWD,ALLOW,95605,CA,9/0/2017 16:15:8,1998-04-07 00:00:00,6/14/2021 7:53:42,6/14/2021,SCHPMT,P2P_COMMIT,P2P,6/14/2021
5401,24.51,954.98,62,6,592,8/31/2017 3:17:5,t-mobile usa  inc.,southwest,california,ONLN,MOBILE,TOUCH_ID,ALLOW,8004,NJ,,1988-01-13 00:00:00,8/1/2021 8:17:5,8/1/2021,SCHPMT,P2P_COMMIT,P2P,8/1/2021
5402,41.08,2226,32,5,1089,,cellco partnership dba verizon wireless,southeast,mississippi,MOBL,MOBILE,UN_PWD,ALLOW,30311,GA,,2019-05-29 00:00:00,3/26/2021 11:17:28,3/26/2021,SCHPMT,P2P_COMMIT,P2P,3/26/2021
5403,392.78,0,46,8,462,8/11/2020 6:45:33,at&t mobility llc,south central,texas,ONLN,MOBILE,UN_PWD,ALLOW,78332,TX,,2002-07-15 00:00:00,7/3/2021 9:45:33,7/3/2021,SCHPMT,P2P_COMMIT,P2P,7/3/2021
5404,463.69,0,59,12,512,5/12/2020 5:24:14,cox communications inc.,southwest,nevada,MOBL,MOBILE,UN_PWD,ALLOW,0,,7/8/2018 11:42:49,1982-10-09 00:00:00,1/21/2021 16:24:14,1/21/2021,SCHPMT,P2P_COMMIT,P2P,1/21/2021
5405,6.55,2700.12,79,4,2191,1/27/2018 11:33:28,frontier communications of america  inc.,southwest,california,ONLN,PHONE,UN_PWD,ALLOW,34608,FL,,2000-06-05 00:00:00,4/25/2021 11:33:28,4/25/2021,SCHPMT,P2P_COMMIT,P2P,4/25/2021
5406,211.94,361.64,96,26,2498,8/28/2017 8:7:20,charter communications,southwest,california,ONLN,MOBILE,UN_PWD,CHALLENGE_SUCCESS,98117,WA,,2008-10-30 00:00:00,6/15/2021 0:0:51,6/15/2021,SCHPMT,P2P_COMMIT,P2P,6/15/2021
5407,23.63,1308.43,67,8,23,11/2/2019 11:39:34,charter communications inc,southwest,california,MOBL,TABLET,UN_PWD,ALLOW,92130,CA,,2018-09-24 00:00:00,3/7/2021 10:39:34,3/7/2021,SCHPMT,P2P_COMMIT,P2P,3/7/2021
5408,136.36,728.11,32,6,537,5/3/2021 14:4:13,charter communications inc,south central,texas,ONLN,MOBILE,UN_PWD,ALLOW,90277,CA,7/16/2019 13:58:25,1974-04-21 00:00:00,7/22/2021 11:4:13,7/22/2021,SCHPMT,P2P_COMMIT,P2P,7/22/2021
5409,466.83,745.29,74,12,59,5/1/2018 12:43:53,at&t mobility llc,south central,texas,MOBL,MOBILE,UN_PWD,ALLOW,75228,TX,8/13/2019 14:35:45,2008-07-11 00:00:00,6/4/2021 1:43:53,6/4/2021,SCHPMT,P2P_COMMIT,P2P,6/4/2021
5410,0.01,4116.46,68,3,106,,frontier communications of america  inc.,southwest,california,MOBL,DESKTOP,UN_PWD,ALLOW,95207,CA,7/8/2020 6:35:30,2020-01-17 00:00:00,3/9/2021 13:55:20,3/9/2021,SCHPMT,P2P_COMMIT,P2P,3/9/2021
5411,495.86,9015.9,46,3,266,12/6/2021 13:21:7,t-mobile usa  inc.,great lakes,minnesota,ONLN,MOBILE,UN_PWD,CHALLENGE_ISSUED,30005,GA,,1964-08-03 00:00:00,4/16/2021 15:21:7,4/16/2021,SCHPMT,P2P_COMMIT,P2P,4/16/2021
5412,25.71,2735.26,57,1,2131,9/3/2021 13:2:22,,,,ONLN,MOBILE,UN_PWD,ALLOW,36108,AL,5/24/2020 14:56:11,2020-01-19 00:00:00,2/1/2021 7:2:22,2/1/2021,SCHPMT,P2P_COMMIT,P2P,2/1/2021
5413,226.12,0,73,6,111,5/23/2019 4:33:11,frontier communications of america  inc.,southwest,california,ONLN,,FACE_ID,ALLOW,78641,TX,12/8/2018 6:48:53,1999-02-01 00:00:00,2/28/2021 17:33:11,2/28/2021,SCHPMT,P2P_COMMIT,P2P,2/28/2021
5414,494.58,2512.54,75,82,710,8/17/2020 9:30:40,,,,ONLN,MOBILE,UN_PWD,CHALLENGE_SUCCESS,29329,SC,,2002-09-26 00:00:00,8/17/2021 10:30:40,8/17/2021,SCHPMT,P2P_COMMIT,P2P,8/17/2021
5415,53.28,4718.32,26,6,3,7/18/2021 18:30:30,,,,MOBL,DESKTOP,UN_PWD,ALLOW,84010,UT,12/14/2021 10:15:6,1983-10-05 00:00:00,1/5/2021 11:30:30,1/5/2021,SCHPMT,P2P_COMMIT,P2P,1/5/2021
5416,490.38,3879.58,36,5,0,8/11/2021 12:47:15,mediacom communications corp,southwest,california,ONLN,,UN_PWD,ALLOW,21230,MD,3/30/2020 9:38:10,1992-08-01 00:00:00,6/11/2021 7:47:15,6/11/2021,SCHPMT,P2P_COMMIT,P2P,6/11/2021
5417,0.01,29138.73,18,12,1059,3/12/2020 11:26:35,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,FACE_ID,ALLOW,91340,CA,,1980-05-04 00:00:00,3/1/2021 13:26:35,3/1/2021,SCHPMT,P2P_COMMIT,P2P,3/1/2021
5418,490.96,3981.96,67,4,1089,,t-mobile usa  inc.,southwest,california,ONLN,MOBILE,FACE_ID,CHALLENGE_SUCCESS,84093,UT,,1993-04-01 00:00:00,2/11/2021 17:29:3,2/11/2021,SCHPMT,P2P_COMMIT,P2P,2/11/2021
5419,491.8,13464.74,50,7,1100,6/24/2021 20:56:55,,,,ONLN,MOBILE,UN_PWD,ALLOW,98424,WA,5/26/2020 18:50:5,1998-02-04 00:00:00,3/15/2021 17:14:46,3/15/2021,SCHPMT,P2P_COMMIT,P2P,3/15/2021
5420,100.57,4061.36,97,7,115,,hughes network systems,pacific northwest,washington,MOBL,MOBILE,UN_PWD,ALLOW,34479,FL,,1990-08-29 00:00:00,1/5/2021 19:18:56,1/5/2021,SCHPMT,P2P_COMMIT,P2P,1/5/2021
5421,192.39,2848.44,86,10,989,6/8/2020 19:27:23,centurylink communications  llc,southwest,arizona,ONLN,MOBILE,UN_PWD,ALLOW,28025,NC,,1986-07-28 00:00:00,6/17/2021 22:27:23,6/17/2021,SCHPMT,P2P_COMMIT,P2P,6/17/2021
5422,0.01,0,40,6,48,2/10/2020 4:12:54,comcast cable communications  llc,southwest,california,MOBL,MOBILE,FACE_ID,ALLOW,90716,CA,6/5/2019 6:45:37,1988-03-31 00:00:00,1/7/2021 7:12:54,1/7/2021,SCHPMT,P2P_COMMIT,P2P,1/7/2021
5423,0.01,3254.61,45,7,78,2/8/2020 19:21:15,cable one  inc.,mountain,new mexico,MOBL,DESKTOP,FACE_ID,ALLOW,75002,TX,,1979-12-12 00:00:00,2/6/2021 12:21:15,2/6/2021,SCHPMT,P2P_COMMIT,P2P,2/6/2021
5424,225.2,0,69,8,6,11/9/2017 8:30:36,t-mobile usa  inc.,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,95376,CA,5/8/2019 12:45:37,2019-03-04 00:00:00,6/14/2021 10:30:36,6/14/2021,SCHPMT,P2P_COMMIT,P2P,6/14/2021
5425,197.64,0,77,14,979,5/8/2020 8:43:16,cellco partnership dba verizon wireless,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,90056,CA,,2019-02-27 00:00:00,3/6/2021 19:43:16,3/6/2021,SCHPMT,P2P_COMMIT,P2P,3/6/2021
5426,66.28,2586.33,61,0,109,,cellco partnership dba verizon wireless,southeast,south carolina,ONLN,,UN_PWD,ALLOW,90732,CA,,1980-09-22 00:00:00,7/4/2021 23:11:12,7/4/2021,SCHPMT,P2P_COMMIT,P2P,7/4/2021
5427,480.48,0,36,4,745,2/10/2021 4:25:29,consolidated communications,southwest,california,ONLN,,UN_PWD,ALLOW,92054,CA,,1998-05-30 00:00:00,7/23/2021 18:25:29,7/23/2021,SCHPMT,P2P_COMMIT,P2P,7/23/2021
5428,0.01,83.97,61,2,17,12/18/2020 7:0:35,charter communications inc,southwest,california,ONLN,,UN_PWD,ALLOW,77407,TX,7/28/2020 6:6:51,1998-07-01 00:00:00,2/22/2021 8:0:35,2/22/2021,SCHPMT,P2P_COMMIT,P2P,2/22/2021
5429,45.74,2437.57,70,6,2291,11/17/2019 4:7:20,cellco partnership dba verizon wireless,great lakes,illinois,ONLN,MOBILE,FACE_ID,ALLOW,95820,CA,,1974-03-28 00:00:00,7/1/2021 3:0:51,7/1/2021,SCHPMT,P2P_COMMIT,P2P,7/1/2021
5430,53.96,0,61,5,1916,,centurylink communications  llc,southwest,arizona,ONLN,MOBILE,FACE_ID,ALLOW,85086,AZ,3/25/2020 6:26:54,2019-06-30 00:00:00,2/6/2021 15:49:54,2/6/2021,SCHPMT,P2P_COMMIT,P2P,2/6/2021
5431,491.59,2253.52,72,7,0,6/3/2020 10:52:56,,,,MOBL,DESKTOP,UN_PWD,ALLOW,91784,CA,,2017-10-02 00:00:00,3/8/2021 13:52:56,3/8/2021,SCHPMT,P2P_COMMIT,P2P,3/8/2021
5432,11.73,36743.33,40,3,788,8/24/2017 9:23:9,frontier communications of america  inc.,southwest,california,MOBL,,TOUCH_ID,ALLOW,78731,TX,,2018-01-12 00:00:00,4/16/2021 6:23:9,4/16/2021,SCHPMT,P2P_COMMIT,P2P,4/16/2021
5433,494.25,1727.46,93,15,2114,5/3/2021 7:48:9,att services inc,northeast,new york,ONLN,,FACE_ID,CHALLENGE_SUCCESS,95006,CA,10/14/2021 10:59:18,2002-01-03 00:00:00,3/1/2021 16:48:9,3/1/2021,SCHPMT,P2P_COMMIT,P2P,3/1/2021
5434,2098.33,197731.78,39,4,1551,,t-mobile usa  inc.,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,77459,TX,,2001-01-23 00:00:00,5/4/2021 18:28:5,5/4/2021,SCHPMT,P2P_COMMIT,P2P,5/4/2021
5435,495.95,1331.61,71,17,1474,,iboss inc,pacific northwest,washington,MOBL,MOBILE,UN_PWD,ALLOW,94587,CA,,1970-10-01 00:00:00,3/18/2021 6:1:29,3/18/2021,SCHPMT,P2P_COMMIT,P2P,3/18/2021
5436,499.76,16434.09,93,34,1190,3/27/2020 11:1:5,cellco partnership dba verizon wireless,mountain,utah,MOBL,MOBILE,AFA_PL,ALLOW,94577,CA,4/10/2020 7:45:37,2001-04-24 00:00:00,3/17/2021 17:1:5,3/17/2021,SCHPMT,P2P_COMMIT,P2P,3/17/2021
5437,275.21,56347.94,44,3,124,8/2/2019 8:7:20,charter communications inc,southwest,california,ONLN,DESKTOP,UN_PWD,ALLOW,75023,TX,4/14/2019 16:4:44,1999-04-25 00:00:00,7/13/2021 6:0:51,7/13/2021,SCHPMT,P2P_COMMIT,P2P,7/13/2021
5438,492.25,9598.72,67,7,4,1/17/2020 19:50:23,hughes network systems,pacific northwest,washington,MOBL,,UN_PWD,ALLOW,94087,CA,1/15/2020 16:50:5,2005-10-07 00:00:00,3/16/2021 9:50:23,3/16/2021,SCHPMT,P2P_COMMIT,P2P,3/16/2021
5439,475.72,2441.48,23,3,181,5/7/2020 14:7:20,cellco partnership dba verizon wireless,southwest,california,MOBL,DESKTOP,UN_PWD,ALLOW,43613,OH,,2003-02-28 00:00:00,5/5/2021 5:0:51,5/5/2021,SCHPMT,P2P_COMMIT,P2P,5/5/2021
5440,1.49,6541,31,4,84,1/3/2019 4:10:0,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,89104,NV,7/8/2018 9:1:42,1976-10-11 00:00:00,1/3/2021 12:10:0,1/3/2021,SCHPMT,P2P_COMMIT,P2P,1/3/2021
5441,0.01,6533.84,60,6,135,9/18/2017 8:4:11,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,77494,TX,6/26/2019 12:48:59,1996-09-18 00:00:00,5/16/2021 16:4:11,5/16/2021,SCHPMT,P2P_COMMIT,P2P,5/16/2021
5442,492.68,2625.33,34,3,126,,stanford university,southwest,california,MOBL,DESKTOP,UN_PWD,ALLOW,80640,CO,,1977-10-04 00:00:00,8/9/2021 7:1:42,8/9/2021,SCHPMT,P2P_COMMIT,P2P,8/9/2021
5443,10.46,6290.11,76,1,611,6/27/2021 5:28:0,comcast,southeast,florida,ONLN,MOBILE,UN_PWD,ALLOW,20003,DC,5/25/2021 12:51:19,2014-08-16 00:00:00,5/5/2021 11:28:0,5/5/2021,SCHPMT,P2P_COMMIT,P2P,5/5/2021
5444,149.59,2119.32,28,5,15,11/18/2021 4:9:1,charter communications inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,79902,TX,8/19/2021 11:45:37,1979-04-13 00:00:00,5/6/2021 16:9:1,5/6/2021,SCHPMT,P2P_COMMIT,P2P,5/6/2021
5445,61.33,49294.19,67,5,178,3/24/2017 19:39:9,att services inc,south central,texas,MOBL,MOBILE,UN_PWD,ALLOW,77073,TX,,1997-08-19 00:00:00,4/24/2021 2:39:9,4/24/2021,SCHPMT,P2P_COMMIT,P2P,4/24/2021
5446,67.77,504.45,60,6,2626,12/27/2021 8:7:20,charter communications inc,southwest,california,ONLN,DESKTOP,UN_PWD,ALLOW,90807,CA,,2004-08-25 00:00:00,6/16/2021 13:0:51,6/16/2021,SCHPMT,P2P_COMMIT,P2P,6/16/2021
5447,188.21,45420.01,82,7,1275,3/12/2020 10:13:38,charter communications,southeast,south carolina,MOBL,DESKTOP,FACE_ID,ALLOW,84078,UT,,2003-01-09 00:00:00,2/21/2021 13:13:38,2/21/2021,SCHPMT,P2P_COMMIT,P2P,2/21/2021
5448,471.81,0,44,9,736,12/4/2020 17:7:20,frontier communications of america  inc.,southwest,california,MOBL,,AFA_PL,ALLOW,89113,NV,,1989-02-10 00:00:00,7/2/2021 11:0:51,7/2/2021,SCHPMT,P2P_COMMIT,P2P,7/2/2021
5449,20.14,18486.49,75,4,9,5/8/2017 19:8:25,charter communications inc,southwest,california,MOBL,PHONE,UN_PWD,ALLOW,92411,CA,12/22/2019 6:22:11,2008-04-28 00:00:00,6/12/2021 15:8:25,6/12/2021,SCHPMT,P2P_COMMIT,P2P,6/12/2021
5450,0.01,0,30,4,61,5/13/2020 11:5:17,comcast,southwest,california,MOBL,MOBILE,FACE_ID,ALLOW,94605,CA,,1977-03-24 00:00:00,4/4/2021 13:5:17,4/4/2021,SCHPMT,P2P_COMMIT,P2P,4/4/2021
5451,0.01,3436.22,54,9,312,5/12/2017 10:42:36,cox communications inc.,southwest,nevada,ONLN,MOBILE,UN_PWD,ALLOW,92344,CA,6/8/2020 16:45:37,2000-05-09 00:00:00,7/22/2021 8:42:36,7/22/2021,SCHPMT,P2P_COMMIT,P2P,7/22/2021
5452,949.43,13655.46,72,2,181,8/26/2017 19:47:42,ben lomand rural telephone cooperative  inc.,southeast,tennessee,MOBL,MOBILE,FACE_ID,ALLOW,97303,OR,,1991-08-01 00:00:00,3/6/2021 21:47:42,3/6/2021,SCHPMT,P2P_COMMIT,P2P,3/6/2021
5453,103.3,4020.96,66,10,25,11/9/2021 19:10:55,comcast cable communications  llc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,30143,GA,2/28/2019 6:45:37,1989-12-04 00:00:00,5/15/2021 10:10:55,5/15/2021,SCHPMT,P2P_COMMIT,P2P,5/15/2021
5454,20.61,2472.54,41,4,109,8/18/2021 6:12:15,frontier communications of america  inc.,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,92003,CA,7/12/2020 6:52:29,1997-03-30 00:00:00,5/16/2021 10:12:15,5/16/2021,SCHPMT,P2P_COMMIT,P2P,5/16/2021
5455,0.01,4881.61,80,8,0,11/3/2021 13:37:43,comcast,southwest,california,MOBL,DESKTOP,UN_PWD,ALLOW,84648,UT,,1990-04-26 00:00:00,7/2/2021 14:37:43,7/2/2021,SCHPMT,P2P_COMMIT,P2P,7/2/2021
5456,20.75,40687.34,90,6,305,6/21/2017 14:13:31,localtel communications,pacific northwest,washington,MOBL,MOBILE,AFA_BM,,90065,CA,2/28/2018 20:45:37,1984-10-12 00:00:00,3/11/2021 12:13:31,3/11/2021,SCHPMT,P2P_COMMIT,P2P,3/11/2021
5457,84.78,0,68,9,258,5/10/2020 4:28:45,comcast,southeast,florida,MOBL,MOBILE,FACE_ID,ALLOW,75115,TX,7/25/2017 13:21:53,1997-09-01 00:00:00,4/12/2021 5:28:45,4/12/2021,SCHPMT,P2P_COMMIT,P2P,4/12/2021
5458,15.15,3667.46,42,2,0,4/22/2021 8:16:2,,,,ONLN,DESKTOP,UN_PWD,ALLOW,89134,NV,,2003-08-15 00:00:00,1/14/2021 15:16:2,1/14/2021,SCHPMT,P2P_COMMIT,P2P,1/14/2021
5459,0.01,0,46,3,11,10/18/2017 4:9:13,t-mobile usa  inc.,southwest,california,ONLN,DESKTOP,UN_PWD,ALLOW,85308,AZ,,2019-10-09 00:00:00,2/9/2021 18:9:13,2/9/2021,SCHPMT,P2P_COMMIT,P2P,2/9/2021
5460,373.34,4117.96,79,7,0,3/30/2020 8:28:7,,,,MOBL,DESKTOP,UN_PWD,ALLOW,96146,CA,5/0/2020 22:48:38,1998-04-22 00:00:00,5/6/2021 11:28:7,5/6/2021,SCHPMT,P2P_COMMIT,P2P,5/6/2021
5461,16.84,1802.98,31,4,3,9/4/2021 13:57:29,plumas sierra telecommunications,southwest,california,ONLN,MOBILE,UN_PWD,CHALLENGE_SUCCESS,77954,TX,,1990-07-01 00:00:00,7/8/2021 9:57:29,7/8/2021,SCHPMT,P2P_COMMIT,P2P,7/8/2021
5462,491.83,11668.67,58,18,618,,unknown,unknown,unknown,MOBL,,FACE_ID,ALLOW,30013,GA,,1985-06-02 00:00:00,7/31/2021 11:14:46,7/31/2021,SCHPMT,P2P_COMMIT,P2P,7/31/2021
5463,62.12,2069.37,64,3,485,6/30/2021 11:7:20,psychz networks,southwest,california,MOBL,MOBILE,AFA_PL,ALLOW,96756,HI,,1990-04-10 00:00:00,6/1/2021 18:0:51,6/1/2021,SCHPMT,P2P_COMMIT,P2P,6/1/2021
5464,489.69,1849.51,29,7,0,11/10/2021 17:18:59,,,,ONLN,DESKTOP,FACE_ID,ALLOW,98034,WA,,2000-03-01 00:00:00,4/26/2021 14:18:59,4/26/2021,SCHPMT,P2P_COMMIT,P2P,4/26/2021
5465,490.89,3381.53,66,2,0,6/19/2020 12:40:40,comcast,pacific northwest,oregon,ONLN,MOBILE,UN_PWD,ALLOW,56055,MN,5/4/2020 23:55:28,1998-10-01 00:00:00,2/17/2021 14:40:40,2/17/2021,SCHPMT,P2P_COMMIT,P2P,2/17/2021
5466,0.01,1017.55,47,9,375,5/21/2021 16:1:0,att services inc,south central,texas,MOBL,MOBILE,AFA_PL,ALLOW,93927,CA,,2012-03-31 00:00:00,3/12/2021 11:1:0,3/12/2021,SCHPMT,P2P_COMMIT,P2P,3/12/2021
5467,490.68,2717.9,53,3,0,6/30/2021 10:10:20,,,,MOBL,MOBILE,UN_PWD,ALLOW,94582,CA,,1982-08-08 00:00:00,6/30/2021 12:10:20,6/30/2021,SCHPMT,P2P_COMMIT,P2P,6/30/2021
5468,0.01,0,38,5,40,3/30/2021 4:10:35,comcast cable communications  llc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,77494,TX,1/8/2020 6:40:57,2018-07-23 00:00:00,3/22/2021 11:10:35,3/22/2021,SCHPMT,P2P_COMMIT,P2P,3/22/2021
5469,491.32,3537.96,72,5,0,10/29/2021 12:56:55,,,,ONLN,,UN_PWD,ALLOW,75040,TX,5/1/2020 23:50:5,2019-08-11 00:00:00,2/9/2021 15:14:46,2/9/2021,SCHPMT,P2P_COMMIT,P2P,2/9/2021
