TRAN_AMT,ACCT_PRE_TRAN_AVAIL_BAL,CUST_AGE,OPEN_ACCT_CT,WF_dvc_age,PWD_UPDT_TS,CARR_NAME,RGN_NAME,STATE_PRVNC_TXT,ALERT_TRGR_CD,DVC_TYPE_TXT,AUTHC_PRIM_TYPE_CD,AUTHC_SCNDRY_STAT_TXT,CUST_ZIP,CUST_STATE,PH_NUM_UPDT_TS,CUST_SINCE_DT,TRAN_TS,TRAN_DT,ACTN_CD,ACTN_INTNL_TXT,TRAN_TYPE_CD,ACTVY_DT,FRAUD_NONFRAUD
0.01,0,71,3,512,7/28/2019 14:46:13,cox communications inc.,southwest,arizona,ONLN,,FACE_ID,ALLOW,80010,CO,,1992-10-24 00:00:00,4/1/2021 8:46:13,4/1/2021,SCHPMT,P2P_COMMIT,P2P,4/1/2021,Non-Fraud
315.76,564.7,45,3,152,11/13/2021 12:24:37,comcast,south central,texas,ONLN,MOBILE,TOUCH_ID,ALLOW,37167,TN,,2019-07-01 00:00:00,4/21/2021 6:24:37,4/21/2021,SCHPMT,P2P_COMMIT,P2P,4/21/2021,Non-Fraud
496.27,1940.93,79,3,509,,digital energy technologies ltd.,great lakes,illinois,MOBL,MOBILE,UN_PWD,ALLOW,92660,CA,8/8/2020 13:50:5,2014-10-25 00:00:00,7/11/2021 12:4:21,7/11/2021,SCHPMT,P2P_COMMIT,P2P,7/11/2021,Fraud
173.07,4251.23,55,6,1352,,m247 ltd,south central,texas,MOBL,MOBILE,UN_PWD,ALLOW,97035,OR,3/29/2019 18:16:46,2014-12-07 00:00:00,2/15/2021 0:2:5,2/15/2021,SCHPMT,P2P_COMMIT,P2P,2/15/2021,Non-Fraud
103.91,0,65,4,1293,8/18/2019 4:11:39,charter communications,southwest,california,ONLN,DESKTOP,TOUCH_ID,ALLOW,92346,CA,,2002-03-21 00:00:00,6/16/2021 7:11:39,6/16/2021,SCHPMT,P2P_COMMIT,P2P,6/16/2021,Non-Fraud
490,3052.77,70,7,0,6/21/2020 12:36:44,,,,ONLN,DESKTOP,UN_PWD,ALLOW,75173,TX,5/3/2020 23:50:5,1987-12-01 00:00:00,1/17/2021 11:36:44,1/17/2021,SCHPMT,P2P_COMMIT,P2P,1/17/2021,Fraud
5.82,369.11,74,5,597,6/23/2021 4:7:20,comcast,southwest,california,MOBL,MOBILE,AFA_PL,ALLOW,17603,PA,,1987-11-14 00:00:00,2/28/2021 5:0:51,2/28/2021,SCHPMT,P2P_COMMIT,P2P,2/28/2021,Non-Fraud
0.01,1261.7,76,17,1302,,cox communications inc.,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,92705,CA,,2011-02-28 00:00:00,5/6/2021 14:31:21,5/6/2021,SCHPMT,P2P_COMMIT,P2P,5/6/2021,Non-Fraud
0.01,0,24,3,113,,charter communications inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,80150,CO,,2003-08-01 00:00:00,7/7/2021 8:21:27,7/7/2021,SCHPMT,P2P_COMMIT,P2P,7/7/2021,Non-Fraud
490.52,24547.25,23,3,0,6/13/2019 12:6:24,,,,ONLN,,UN_PWD,ALLOW,77964,TX,5/0/2019 23:47:34,2006-02-27 00:00:00,5/13/2021 14:6:24,5/13/2021,SCHPMT,P2P_COMMIT,P2P,5/13/2021,Fraud
494.33,2935.95,75,6,0,12/14/2021 8:2:12,comcast,mountain,colorado,ONLN,MOBILE,UN_PWD,ALLOW,92805,CA,5/22/2017 11:6:13,2002-08-28 00:00:00,2/15/2021 12:2:12,2/15/2021,SCHPMT,P2P_COMMIT,P2P,2/15/2021,Fraud
6.7,1308.69,20,5,327,3/18/2021 6:21:51,cox communications inc.,southwest,arizona,MOBL,MOBILE,UN_PWD,ALLOW,92691,CA,1/8/2018 6:23:12,1997-02-28 00:00:00,2/6/2021 17:21:51,2/6/2021,SCHPMT,P2P_COMMIT,P2P,2/6/2021,Non-Fraud
489.4,949.45,18,11,422,,charter communications inc,southwest,california,ONLN,MOBILE,FACE_ID,CHALLENGE_SUCCESS,18623,PA,,1989-09-18 00:00:00,6/9/2021 6:1:42,6/9/2021,SCHPMT,P2P_COMMIT,P2P,6/9/2021,Fraud
7.05,501.73,67,7,526,,cox communications inc.,southwest,arizona,MOBL,MOBILE,UN_PWD,ALLOW,36852,AL,,2019-02-01 00:00:00,6/6/2021 14:43:24,6/6/2021,SCHPMT,P2P_COMMIT,P2P,6/6/2021,Non-Fraud
492.85,4389.05,67,32,465,7/2/2020 13:56:55,tds telecom,pacific northwest,oregon,ONLN,TABLET,UN_PWD,ALLOW,32618,FL,1/15/2020 18:50:5,1986-04-05 00:00:00,5/6/2021 8:14:46,5/6/2021,SCHPMT,P2P_COMMIT,P2P,5/6/2021,Fraud
487.25,2809.34,66,17,212,6/12/2020 4:8:32,charter communications inc,south central,texas,ONLN,MOBILE,UN_PWD,ALLOW,55127,MN,3/12/2019 9:38:35,1998-05-21 00:00:00,3/3/2021 7:8:32,3/3/2021,SCHPMT,P2P_COMMIT,P2P,3/3/2021,Non-Fraud
491.25,2731.1,27,5,1190,5/22/2021 10:59:40,,,,ONLN,,UN_PWD,ALLOW,98257,WA,12/30/2020 10:48:43,2008-03-24 00:00:00,5/22/2021 14:59:40,5/22/2021,SCHPMT,P2P_COMMIT,P2P,5/22/2021,Fraud
18.43,6369.75,78,8,1,4/18/2020 6:30:25,bel air internet  llc,southwest,california,MOBL,DESKTOP,UN_PWD,ALLOW,89115,NV,11/7/2018 16:55:59,1973-11-01 00:00:00,5/2/2021 13:30:25,5/2/2021,SCHPMT,P2P_COMMIT,P2P,5/2/2021,Non-Fraud
390.16,72495.63,24,11,868,,comcast,pacific northwest,oregon,ONLN,,UN_PWD,ALLOW,82716,WY,5/15/2020 16:0:55,2010-10-11 00:00:00,4/17/2021 19:45:28,4/17/2021,SCHPMT,P2P_COMMIT,P2P,4/17/2021,Fraud
106.78,8803.68,54,4,271,6/18/2020 12:7:20,bel air internet  llc,southwest,california,ONLN,MOBILE,FACE_ID,ALLOW,92626,CA,3/29/2017 6:24:57,1998-04-10 00:00:00,6/30/2021 3:0:51,6/30/2021,SCHPMT,P2P_COMMIT,P2P,6/30/2021,Non-Fraud
493.33,2217.01,20,16,1161,3/3/2018 14:14:33,"sierra communications, inc.",mountain,new mexico,MOBL,MOBILE,UN_PWD,ALLOW,95688,CA,1/24/2020 13:50:5,2003-09-25 00:00:00,1/24/2021 10:14:33,1/24/2021,SCHPMT,P2P_COMMIT,P2P,1/24/2021,Fraud
470.1,0,67,4,68,1/18/2020 17:24:42,cox communications inc.,southwest,nevada,ONLN,MOBILE,UN_PWD,ALLOW,0,,7/24/2018 13:17:5,1998-02-05 00:00:00,1/2/2021 11:24:42,1/2/2021,SCHPMT,P2P_COMMIT,P2P,1/2/2021,Non-Fraud
0.01,0,65,7,60,2/22/2017 7:35:56,charter communications inc,southwest,california,MOBL,MOBILE,FACE_ID,ALLOW,90250,CA,,1995-02-21 00:00:00,4/2/2021 13:35:56,4/2/2021,SCHPMT,P2P_COMMIT,P2P,4/2/2021,Non-Fraud
345.37,16454.74,60,3,131,11/10/2020 4:7:20,t-mobile usa  inc.,northeast,new york,MOBL,MOBILE,UN_PWD,ALLOW,85296,AZ,,2003-11-03 00:00:00,2/25/2021 0:0:51,2/25/2021,SCHPMT,P2P_COMMIT,P2P,2/25/2021,Non-Fraud
0.01,0,25,6,98,12/25/2019 4:46:41,centurylink communications  llc,southwest,arizona,ONLN,MOBILE,FACE_ID,ALLOW,6811,CT,,1981-11-21 00:00:00,2/26/2021 12:46:41,2/26/2021,SCHPMT,P2P_COMMIT,P2P,2/26/2021,Non-Fraud
17.8,0,66,3,544,2/26/2019 18:50:46,comcast,southwest,california,ONLN,MOBILE,FACE_ID,ALLOW,95687,CA,7/8/2019 1:38:17,1997-11-25 00:00:00,2/2/2021 18:50:46,2/2/2021,SCHPMT,P2P_COMMIT,P2P,2/2/2021,Non-Fraud
7.16,5713.68,54,2,15,5/3/2019 8:34:25,t-mobile usa  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,75232,TX,,1991-09-01 00:00:00,4/10/2021 15:34:25,4/10/2021,SCHPMT,P2P_COMMIT,P2P,4/10/2021,Non-Fraud
5.66,2727.61,40,5,1001,,charter communications,great lakes,minnesota,ONLN,DESKTOP,UN_PWD,ALLOW,85254,AZ,4/15/2018 6:2:6,1982-03-01 00:00:00,3/1/2021 22:19:57,3/1/2021,SCHPMT,P2P_COMMIT,P2P,3/1/2021,Non-Fraud
11.12,11267,74,0,543,5/2/2020 12:50:9,tds telecom,pacific northwest,idaho,ONLN,,FACE_ID,ALLOW,93060,CA,9/2/2018 20:48:1,1996-10-12 00:00:00,6/8/2021 9:50:9,6/8/2021,SCHPMT,P2P_COMMIT,P2P,6/8/2021,Fraud
0.01,0,60,3,494,5/10/2019 4:53:44,,,,ONLN,MOBILE,UN_PWD,ALLOW,78015,TX,,1998-09-05 00:00:00,3/29/2021 18:53:44,3/29/2021,SCHPMT,P2P_COMMIT,P2P,3/29/2021,Non-Fraud
474.09,27743.82,79,9,270,9/4/2021 11:45:30,cogent communications,south central,texas,ONLN,,UN_PWD,ALLOW,65203,MO,,1910-05-18 00:00:00,1/15/2021 8:45:30,1/15/2021,SCHPMT,P2P_COMMIT,P2P,1/15/2021,Non-Fraud
27.72,240553.81,87,12,896,,clouvider limited,southeast,georgia,MOBL,MOBILE,TOUCH_ID,CHALLENGE_SUCCESS,92101,CA,2/7/2018 14:45:37,1985-01-12 00:00:00,3/7/2021 4:23:38,3/7/2021,SCHPMT,P2P_COMMIT,P2P,3/7/2021,Non-Fraud
0.01,381.13,60,6,388,5/15/2020 9:7:20,charter communications inc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,78521,TX,,1992-04-30 00:00:00,5/24/2021 10:0:51,5/24/2021,SCHPMT,P2P_COMMIT,P2P,5/24/2021,Non-Fraud
21.95,2586.49,81,5,628,12/24/2020 4:7:20,charter communications inc,southwest,california,MOBL,DESKTOP,TOUCH_ID,ALLOW,93292,CA,,2017-04-21 00:00:00,2/28/2021 19:0:51,2/28/2021,SCHPMT,P2P_COMMIT,P2P,2/28/2021,Non-Fraud
380.77,3823.77,42,4,0,,,,,ONLN,MOBILE,UN_PWD,ALLOW,84780,UT,5/2/2019 12:50:5,1998-01-02 00:00:00,5/10/2021 7:14:46,5/10/2021,SCHPMT,P2P_COMMIT,P2P,5/10/2021,Fraud
7.84,82332.77,37,6,331,5/21/2021 19:54:2,charter communications,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,57103,SD,,2020-12-23 00:00:00,8/16/2021 13:54:2,8/16/2021,SCHPMT,P2P_COMMIT,P2P,8/16/2021,Non-Fraud
43.07,0,23,4,1376,12/20/2021 2:14:13,cellco partnership dba verizon wireless,northeast,new york,ONLN,MOBILE,UN_PWD,ALLOW,95959,CA,,2002-10-01 00:00:00,1/20/2021 17:14:13,1/20/2021,SCHPMT,P2P_COMMIT,P2P,1/20/2021,Non-Fraud
0.59,0,42,4,151,5/8/2017 3:7:20,charter communications inc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,90062,CA,,1999-11-24 00:00:00,4/20/2021 13:0:51,4/20/2021,SCHPMT,P2P_COMMIT,P2P,4/20/2021,Non-Fraud
0.01,0,65,14,506,,t-mobile usa  inc.,southwest,california,ONLN,,TOUCH_ID,ALLOW,30340,GA,1/8/2019 6:45:37,1998-04-04 00:00:00,3/6/2021 22:0:51,3/6/2021,SCHPMT,P2P_COMMIT,P2P,3/6/2021,Non-Fraud
0.01,0,67,6,1488,3/3/2017 4:14:23,charter communications inc,southwest,california,MOBL,DESKTOP,UN_PWD,ALLOW,85381,AZ,,2003-11-30 00:00:00,5/29/2021 16:14:23,5/29/2021,SCHPMT,P2P_COMMIT,P2P,5/29/2021,Non-Fraud
333.09,1772.89,32,5,484,,,,,ONLN,MOBILE,FACE_ID,ALLOW,80129,CO,,2001-01-12 00:00:00,1/4/2021 21:31:22,1/4/2021,SCHPMT,P2P_COMMIT,P2P,1/4/2021,Fraud
493.65,3562.83,67,2,389,11/23/2020 6:57:7,charter communications inc,southwest,california,MOBL,DESKTOP,UN_PWD,ALLOW,77535,TX,5/29/2019 19:46:48,1989-11-09 00:00:00,6/15/2021 10:57:7,6/15/2021,SCHPMT,P2P_COMMIT,P2P,6/15/2021,Fraud
5.71,0,35,4,614,,cox communications inc.,southwest,nevada,MOBL,MOBILE,UN_PWD,ALLOW,93010,CA,,1996-02-12 00:00:00,1/5/2021 18:38:39,1/5/2021,SCHPMT,P2P_COMMIT,P2P,1/5/2021,Non-Fraud
486.34,3746.75,62,4,0,6/27/2021 10:56:55,,,,MOBL,DESKTOP,UN_PWD,ALLOW,90815,CA,5/1/2018 20:50:5,2003-07-20 00:00:00,1/16/2021 0:14:46,1/16/2021,SCHPMT,P2P_COMMIT,P2P,1/16/2021,Fraud
491.52,2895.28,65,4,252,7/16/2021 11:28:23,centurylink communications  llc,pacific northwest,washington,MOBL,DESKTOP,UN_PWD,ALLOW,24141,VA,3/28/2017 12:35:24,2017-09-25 00:00:00,4/23/2021 12:28:23,4/23/2021,SCHPMT,P2P_COMMIT,P2P,4/23/2021,Fraud
485.02,4435.85,66,6,0,12/21/2021 10:8:16,,,,ONLN,MOBILE,FACE_ID,ALLOW,89060,NV,5/0/2020 11:37:46,1994-12-13 00:00:00,6/28/2021 15:8:16,6/28/2021,SCHPMT,P2P_COMMIT,P2P,6/28/2021,Fraud
481.09,1889.67,39,5,157,,centurylink communications  llc,southwest,arizona,MOBL,TABLET,AFA_PL,ALLOW,78121,TX,5/9/2019 6:45:37,2019-08-03 00:00:00,1/15/2021 1:0:51,1/15/2021,SCHPMT,P2P_COMMIT,P2P,1/15/2021,Non-Fraud
470.63,12817.13,60,3,247,10/9/2020 15:5:28,t-mobile usa  inc.,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,93309,CA,,1993-10-02 00:00:00,3/2/2021 22:5:28,3/2/2021,SCHPMT,P2P_COMMIT,P2P,3/2/2021,Non-Fraud
470.31,216.68,85,3,2074,12/20/2020 8:42:33,frontier communications of america  inc.,south central,texas,ONLN,DESKTOP,UN_PWD,ALLOW,77471,TX,,1997-07-26 00:00:00,5/14/2021 11:42:33,5/14/2021,SCHPMT,P2P_COMMIT,P2P,5/14/2021,Non-Fraud
141.22,2231.78,43,4,81,2/8/2020 17:56:55,cox communications inc.,midwest,nebraska,MOBL,DESKTOP,UN_PWD,ALLOW,65079,MO,5/30/2021 14:58:4,1998-06-28 00:00:00,3/18/2021 12:14:46,3/18/2021,SCHPMT,P2P_COMMIT,P2P,3/18/2021,Fraud
0.01,0,67,12,61,5/30/2021 9:34:57,centurylink communications  llc,southwest,arizona,MOBL,DESKTOP,UN_PWD,ALLOW,76137,TX,7/15/2020 6:32:26,1999-03-21 00:00:00,6/17/2021 9:34:57,6/17/2021,SCHPMT,P2P_COMMIT,P2P,6/17/2021,Non-Fraud
106.5,0,61,3,86,5/26/2020 4:49:45,att services inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,55337,MN,9/8/2017 6:2:43,1999-06-09 00:00:00,1/26/2021 13:49:45,1/26/2021,SCHPMT,P2P_COMMIT,P2P,1/26/2021,Non-Fraud
252.23,5416.74,52,9,54,2/27/2019 1:14:6,comcast,southeast,georgia,MOBL,DESKTOP,UN_PWD,ALLOW,76114,TX,,2016-05-19 00:00:00,3/8/2021 13:14:6,3/8/2021,SCHPMT,P2P_COMMIT,P2P,3/8/2021,Non-Fraud
489.43,2538.55,29,5,0,,,,,ONLN,DESKTOP,UN_PWD,ALLOW,30005,GA,7/6/2020 9:50:5,1994-08-28 00:00:00,1/16/2021 10:31:9,1/16/2021,SCHPMT,P2P_COMMIT,P2P,1/16/2021,Fraud
21.75,35676.79,23,5,2105,2/18/2020 19:43:18,charter communications inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,92344,CA,,1991-03-21 00:00:00,6/15/2021 16:43:18,6/15/2021,SCHPMT,P2P_COMMIT,P2P,6/15/2021,Non-Fraud
0.01,0,64,3,45,2/18/2017 19:45:6,comcast cable communications  llc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,33178,FL,,1994-11-20 00:00:00,3/1/2021 11:45:6,3/1/2021,SCHPMT,P2P_COMMIT,P2P,3/1/2021,Non-Fraud
23.27,373.37,33,3,174,3/13/2020 6:31:1,cox communications inc.,southwest,nevada,MOBL,MOBILE,FACE_ID,ALLOW,95116,CA,,1983-09-12 00:00:00,4/27/2021 21:31:1,4/27/2021,SCHPMT,P2P_COMMIT,P2P,4/27/2021,Non-Fraud
0.01,0,41,8,1560,4/18/2017 11:12:49,centurylink communications  llc,southwest,arizona,MOBL,DESKTOP,UN_PWD,ALLOW,85304,AZ,8/9/2019 6:2:28,1997-10-02 00:00:00,5/20/2021 14:12:49,5/20/2021,SCHPMT,P2P_COMMIT,P2P,5/20/2021,Non-Fraud
133.04,178095.86,56,9,51,,centurylink communications  llc,southwest,arizona,ONLN,MOBILE,UN_PWD,ALLOW,75072,TX,,1997-10-11 00:00:00,1/26/2021 6:55:14,1/26/2021,SCHPMT,P2P_COMMIT,P2P,1/26/2021,Non-Fraud
447.49,0,61,3,28,,charter communications inc,southwest,california,MOBL,DESKTOP,UN_PWD,ALLOW,85323,AZ,,2001-11-05 00:00:00,4/4/2021 12:50:30,4/4/2021,SCHPMT,P2P_COMMIT,P2P,4/4/2021,Non-Fraud
494.42,29325.84,28,13,422,11/3/2020 17:6:25,cellco partnership dba verizon wireless,south central,oklahoma,MOBL,DESKTOP,UN_PWD,ALLOW,28054,NC,7/13/2021 14:22:34,1969-04-03 00:00:00,7/28/2021 8:6:25,7/28/2021,SCHPMT,P2P_COMMIT,P2P,7/28/2021,Fraud
7.69,4511.24,71,3,1795,,cellco partnership dba verizon wireless,southeast,tennessee,ONLN,MOBILE,FACE_ID,CHALLENGE_SUCCESS,94565,CA,4/30/2019 13:31:1,1997-07-16 00:00:00,5/9/2021 19:57:20,5/9/2021,SCHPMT,P2P_COMMIT,P2P,5/9/2021,Non-Fraud
487.07,4391.74,35,4,987,2/16/2020 4:29:1,charter communications,southwest,california,MOBL,MOBILE,FACE_ID,ALLOW,77459,TX,,1993-06-30 00:00:00,2/1/2021 19:29:1,2/1/2021,SCHPMT,P2P_COMMIT,P2P,2/1/2021,Non-Fraud
875.27,0,70,3,39,2/8/2021 14:52:32,cox communications inc.,southwest,california,MOBL,DESKTOP,UN_PWD,ALLOW,34953,FL,,2004-10-25 00:00:00,1/24/2021 8:52:32,1/24/2021,SCHPMT,P2P_COMMIT,P2P,1/24/2021,Non-Fraud
149.44,0,68,3,1456,1/17/2019 5:3:0,frontier communications of america  inc.,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,78124,TX,,1998-02-03 00:00:00,5/1/2021 13:3:0,5/1/2021,SCHPMT,P2P_COMMIT,P2P,5/1/2021,Non-Fraud
455.87,4950.68,75,3,167,2/6/2020 7:43:37,comcast cable communications  llc,southwest,california,MOBL,MOBILE,AFA_PL,ALLOW,78934,TX,8/8/2020 18:47:58,1991-06-01 00:00:00,4/15/2021 9:43:37,4/15/2021,SCHPMT,P2P_COMMIT,P2P,4/15/2021,Non-Fraud
17.82,114765.44,22,8,173,5/19/2020 19:7:20,charter communications,southeast,georgia,ONLN,MOBILE,UN_PWD,CHALLENGE_ISSUED,55771,MN,,1990-04-28 00:00:00,4/26/2021 0:0:51,4/26/2021,SCHPMT,P2P_COMMIT,P2P,4/26/2021,Non-Fraud
18.53,0,38,33,956,7/4/2020 20:20:35,t-mobile usa  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,97034,OR,,1997-10-01 00:00:00,1/24/2021 18:20:35,1/24/2021,SCHPMT,P2P_COMMIT,P2P,1/24/2021,Non-Fraud
475.46,16258.02,22,2,1,5/29/2017 16:7:20,at&t mobility llc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,94590,CA,4/30/2020 6:37:8,1995-02-02 00:00:00,6/18/2021 18:0:51,6/18/2021,SCHPMT,P2P_COMMIT,P2P,6/18/2021,Non-Fraud
3.91,1861.68,73,3,771,5/20/2021 4:44:3,cox communications inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,6810,CT,,1989-04-03 00:00:00,3/1/2021 22:44:3,3/1/2021,SCHPMT,P2P_COMMIT,P2P,3/1/2021,Non-Fraud
494.55,2000.86,94,8,75,2/22/2021 21:2:15,,,,ONLN,DESKTOP,FACE_ID,ALLOW,77379,TX,,1994-06-10 00:00:00,5/22/2021 12:2:15,5/22/2021,SCHPMT,P2P_COMMIT,P2P,5/22/2021,Fraud
10.77,0,20,4,1264,5/25/2020 9:7:20,,,,MOBL,MOBILE,FACE_ID,ALLOW,92545,CA,,1999-02-26 00:00:00,6/20/2021 4:0:51,6/20/2021,SCHPMT,P2P_COMMIT,P2P,6/20/2021,Non-Fraud
460.88,0,21,3,9,4/10/2019 14:16:41,t-mobile usa  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,90660,CA,,1991-04-01 00:00:00,6/2/2021 12:16:41,6/2/2021,SCHPMT,P2P_COMMIT,P2P,6/2/2021,Non-Fraud
92.42,3067.23,59,9,1014,8/19/2017 19:2:4,comcast cable communications  llc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,89436,NV,5/18/2019 6:45:37,2007-08-09 00:00:00,6/4/2021 10:2:4,6/4/2021,SCHPMT,P2P_COMMIT,P2P,6/4/2021,Non-Fraud
864.78,2563.72,76,8,918,,comcast,southwest,california,ONLN,,FACE_ID,ALLOW,85044,AZ,12/8/2020 22:45:37,1992-12-23 00:00:00,2/28/2021 13:1:51,2/28/2021,SCHPMT,P2P_COMMIT,P2P,2/28/2021,Non-Fraud
495.12,60013.1,62,4,330,,,,,MOBL,TABLET,FACE_ID,ALLOW,7111,NJ,,2013-10-17 00:00:00,1/22/2021 23:39:15,1/22/2021,SCHPMT,P2P_COMMIT,P2P,1/22/2021,Fraud
35.1,4685.36,44,4,63,5/11/2017 4:29:40,comcast,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,75232,TX,,2015-02-28 00:00:00,3/14/2021 15:29:40,3/14/2021,SCHPMT,P2P_COMMIT,P2P,3/14/2021,Non-Fraud
76.06,2783.17,24,7,0,1/7/2020 12:18:10,,,,ONLN,DESKTOP,UN_PWD,ALLOW,89103,NV,5/24/2017 13:32:45,2002-04-15 00:00:00,6/8/2021 9:18:10,6/8/2021,SCHPMT,P2P_COMMIT,P2P,6/8/2021,Fraud
0.01,4829.92,66,14,860,3/2/2021 9:10:9,,,,ONLN,MOBILE,UN_PWD,ALLOW,90210,CA,10/2/2020 23:50:5,1989-08-19 00:00:00,6/26/2021 12:10:9,6/26/2021,SCHPMT,P2P_COMMIT,P2P,6/26/2021,Fraud
1.35,0,26,3,358,5/17/2017 22:21:31,,,,MOBL,MOBILE,UN_PWD,ALLOW,7018,NJ,2/28/2017 19:47:5,2001-02-05 00:00:00,6/7/2021 14:21:31,6/7/2021,SCHPMT,P2P_COMMIT,P2P,6/7/2021,Non-Fraud
494.93,3252.55,45,6,0,9/3/2020 6:51:41,datacamp limited,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,89419,NV,,2018-04-15 00:00:00,1/29/2021 0:51:41,1/29/2021,SCHPMT,P2P_COMMIT,P2P,1/29/2021,Fraud
0.01,0,37,3,346,5/18/2020 11:24:31,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,92646,CA,,2004-08-17 00:00:00,6/2/2021 22:24:31,6/2/2021,SCHPMT,P2P_COMMIT,P2P,6/2/2021,Non-Fraud
469.23,0,22,2,1278,5/18/2019 6:33:34,cox communications inc.,southwest,nevada,MOBL,MOBILE,UN_PWD,ALLOW,76033,TX,7/15/2019 6:45:37,2000-07-30 00:00:00,5/22/2021 10:33:34,5/22/2021,SCHPMT,P2P_COMMIT,P2P,5/22/2021,Non-Fraud
0.01,0,52,3,14,5/4/2020 10:58:30,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,90660,CA,,2014-01-01 00:00:00,3/13/2021 12:58:30,3/13/2021,SCHPMT,P2P_COMMIT,P2P,3/13/2021,Non-Fraud
451.51,0,65,4,179,5/18/2021 6:58:42,,,,ONLN,MOBILE,FACE_ID,ALLOW,90067,CA,,2021-04-13 00:00:00,2021-04-13 00:00:00,2021-04-13 00:00:00,SCHPMT,P2P_COMMIT,P2P,2021-04-13 00:00:00,Non-Fraud
457.2,0,46,4,2095,8/10/2021 4:21:43,charter communications inc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,94549,CA,7/3/2019 6:45:37,1999-10-04 00:00:00,4/12/2021 19:21:43,4/12/2021,SCHPMT,P2P_COMMIT,P2P,4/12/2021,Non-Fraud
1.14,0,46,6,258,11/25/2017 15:7:20,comcast,south central,texas,ONLN,MOBILE,TOUCH_ID,ALLOW,94565,CA,4/8/2018 6:45:37,2001-03-05 00:00:00,1/10/2021 9:0:51,1/10/2021,SCHPMT,P2P_COMMIT,P2P,1/10/2021,Non-Fraud
497.3,30285.62,38,32,0,2/13/2020 17:22:58,charter communications inc,southeast,south carolina,ONLN,DESKTOP,UN_PWD,ALLOW,93455,CA,10/11/2020 7:52:9,2002-11-18 00:00:00,4/19/2021 16:22:58,4/19/2021,SCHPMT,P2P_COMMIT,P2P,4/19/2021,Fraud
175.85,1274.37,60,7,253,10/30/2017 8:57:18,t-mobile usa  inc.,southwest,california,ONLN,,FACE_ID,ALLOW,32216,FL,,2012-11-03 00:00:00,1/14/2021 10:57:18,1/14/2021,SCHPMT,P2P_COMMIT,P2P,1/14/2021,Non-Fraud
0.01,0,22,6,19,5/30/2020 4:7:20,centurylink communications  llc,southwest,arizona,MOBL,MOBILE,UN_PWD,ALLOW,90250,CA,,1990-09-16 00:00:00,5/1/2021 13:0:51,5/1/2021,SCHPMT,P2P_COMMIT,P2P,5/1/2021,Non-Fraud
496.19,1264.7,65,16,431,6/5/2020 10:3:1,,,,MOBL,DESKTOP,UN_PWD,ALLOW,94513,CA,8/0/2018 23:50:5,1990-06-01 00:00:00,4/20/2021 4:3:1,4/20/2021,SCHPMT,P2P_COMMIT,P2P,4/20/2021,Fraud
484.9,4829.01,15,6,1410,5/18/2017 13:16:56,mci communications services  inc. d/b/a verizon business,northeast,connecticut,MOBL,MOBILE,UN_PWD,CHALLENGE_SUCCESS,30141,GA,,2004-05-30 00:00:00,6/12/2021 19:16:56,6/12/2021,SCHPMT,P2P_COMMIT,P2P,6/12/2021,Non-Fraud
8.67,0,60,4,1718,,comcast,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,55421,MN,8/8/2017 7:21:12,2014-11-26 00:00:00,6/16/2021 6:2:43,6/16/2021,SCHPMT,P2P_COMMIT,P2P,6/16/2021,Non-Fraud
485.59,3677.65,75,7,0,6/28/2020 12:27:9,,,,ONLN,,UN_PWD,ALLOW,29607,SC,5/17/2020 23:49:45,2003-09-01 00:00:00,3/10/2021 11:27:9,3/10/2021,SCHPMT,P2P_COMMIT,P2P,3/10/2021,Fraud
983.44,97757.33,37,4,4,,suddenlink communications,southwest,nevada,ONLN,,UN_PWD,CHALLENGE_SUCCESS,85083,AZ,5/2/2021 2:45:37,2021-09-14 00:00:00,2021-09-14 00:00:00,2021-09-14 00:00:00,SCHPMT,P2P_COMMIT,P2P,2021-09-14 00:00:00,Non-Fraud
